	title	category
1255	Röyksopp til OverOslo 2017	osloby
1256	Sp-lederen:- En Ap/Sp-regjering vil oppheve tvangssammenslåtte kommuner	norge
1257	Bare skjedd en gang før at bedriftsforsamlingen har grepet inn i en krise - skjer det i Telenor onsdag?	okonomi
1258	Under streken	norge
1259	Nå utgjør offentlige utgifter halvparten av Norges BNP	norge
1260	Dagligvarekjedenes priskrig på julemat er kundeforakt	meninger
1261	Språket vårt: Enavismer	meninger
1262	Tysk avis: Politiet frykter at gjerningsmannen fortsatt er bevæpnet og på frifot	verden
1263	Tre stadier for folkelige reaksjoner i innvandringsdebatten | Sigurd Skirbekk	meninger
1264	Eksilgruppe hevder Tyrkia har drept 163 syriske flyktninger	verden
1265	Norske tankrederne tjener gode penger, tross lav oljepris	okonomi
1266	Over 97 døde etter jordskjelv i Indonesia	verden
1267	Ta et kræsjkurs i vinterbekledning	amagasinet
1268	Dagens quiz	kultur
1269	DAB-tvangen er en oppsiktsvekkende politisk inngripen i forbrukermakten | Henning Carr Ekroll	meninger
1270	Turist utsatt for gruppevoldtekt i Delhi	verden
1271	Mann pågrepet etter funn av hodeløs hund	norge
1272	Fly med 39 personer i flyulykke i Russland	verden
1273	Aftenposten mener: Trump er både konsistent og forvirrende	meninger
1274	Kort sagt, 19. desember	meninger
1275	Barnehager kartlegger hva slags forhold foreldre har til alkohol, om de blir sinte og om de klapser eller truer barn	osloby
1276	Pass opp for allemanns-anarkiet | Sindre Bø	meninger
1277	FN: Over 17.000 barn rekruttert til krigen i Sør-Sudan	verden
1278	Wærsted og Brekke vil ha ro rundt Telenor. Her er seks grunner til at de neppe vil lykkes	okonomi
1279	– Vil ikke snakke med barna om dette, at de skal måtte takle mine problemer	norge
1280	Dagens quiz	kultur
1281	Omgangssyke på hurtigruteskip - måtte flytte julebordet til 100 passasjerer	norge
1282	Svenskehandelen har falt med en milliard	okonomi
1283	Wærsted får kritikk i styreevaluering	okonomi
1284	Defekt vaskemaskin førte til oversvømmelse på 2000 kvadratmeter	osloby
1285	Dette var George Michaels største hits	kultur
1286	Fredsavtalen i Colombia endelig godkjent	verden
1287	Skudd i ansiktet, granatkasting og halshugging: Slik var Hussains samtaler med IS-krigere	norge
1288	Vi må dyrke enhet fremfor mangfold og multikultur, mener forskere. Kun det kan sikre demokratiets fremtid.	verden
1289	Slik blir Ruters billettpriser neste år	osloby
1290	Langs Nordlandskysten er det små jordskjelv hele tiden	viten
1291	SAS tjener mindre penger	okonomi
1292	Ikke dekning for anklagene om budsjettets ulykksalighet | Svein Flåtten	meninger
1293	Faren til Birgitte: - Nå tør jeg tro på et endelig svar	norge
1294	Regjeringen satser på drivstoff som kan øke global klimautslipp	norge
1295	Jeg levde med diagnosen «dysleksi» i flere år. Egentlig var jeg svaksynt | Ronny Nilsen	meninger
1296	Dragkampen om slukking av FM-nettet fortsetter	kultur
1297	Oslo: Ingen fyrverkeri innenfor ring 2 eller på Kampen og Vålerenga	osloby
1298	Aftenposten mener: Riktig at statlig elbil-fordel forsvinner	meninger
1299	Dette er de viktigste endringene i budsjettavtalen - og her skal de ta pengene fra	norge
1300	Ubaydullah Hussain – bare en skrytepave?	meninger
1301	– Det var så ille at datteren min måtte trøste sønnen min etter raseriutbruddet mitt	norge
1302	Riksrevisjonen skal granske Stortingets kostnadssprekk. Stortingspresidenten skylder på entreprenøren.	norge
1303	Ti til sykehus etter brann i Sverige	verden
1304	Sir David Attenborough er 90 år og en av vår tids største natur- og miljøhelter	amagasinet
1305	En samtaleguide til middagsselskapene i trøbbelåret 2016	meninger
1306	Mistenkt kneskytter i Vestby fengslet i fire uker	norge
1307	Nekrolog: Håkon Lars Wiker	personalia
1308	Minneord: Den intense og allsidige Calmeyer	meninger
1309	Twitter-opprør mot det norske juletreet i London: «Ligner på en agurk med lys»	verden
1310	Kort sagt, 3. desember	meninger
1311	Russland raser mot Norge etter at Anundsen utleverer russer til USA	verden
1312	Landskapsarkitekter om utviklingen i Oslo: – Utearealene blir gjemt bak en mur av boligblokker	osloby
1313	Barnevernet lot dømt barneovergriper flytte inn hos småbarnsfamilie	norge
1314	Setergrenda som ble et dykkereldorado	amagasinet
1315	Dagens quiz	kultur
1316	Bydelspolitikere i Bjerke krever gransking av kommunaldirektør og SV-byråd	osloby
1317	Kayayo - barneslavene, episode 3: Bamuno (8) skal endelig hjem, men tilbake i landsbyen skjer det som ikke skal skje	verden
1318	Julestemning med bismak i Spikersuppa	osloby
1319	Høyt spill om Syria i Kreml: Putin, Erdogan og iranere ble enige om å ta styringen	verden
1320	Først ble elver i Sibir røde. Så la det seg en grå tåke over Pasvikdalen.  Nå lover den russiske oligarken milliarder for å redusere verdens største svovelutslipp	verden
1321	Den lange marsjen | Harald Stanghelle	meninger
1322	Utsolgt på 10 minutter: 350 danske fans spiste fiskekaker og tok farvel med Skam	kultur
1323	Selvmordsaksjon i Nigeria drepte to, skadet mange	verden
1324	Hyde Park - Londons lunge der nesten alt kan skje - og har skjedd | Cato Guhnfeldt	meninger
1325	Opprinnelig fra Estland, bor i Norge: – Jeg vet hvor viktig det er ikke å glemme identiteten min	meninger
1326	Liten støtte til Hedmark Høyres ulveopprør	norge
1327	Norges rikeste kommuner sier nei til Regjeringens kommunereform	norge
1328	Kastanjer som julesnacks	amagasinet
1329	Også 30-åringen erkjenner at han var tilstede under Bråten-drapet i 2002	norge
1330	- Livet mitt opphører	kultur
1331	Trodde du det amerikanske presidentvalget ble holdt i november? Da tar du feil. Det egentlige valget skjer fem dager før julaften.	verden
1332	Staten vil lokke byene til boligbygging rundt kollektivknutepunktene	osloby
1333	Oslo før: Grünerløkkas eventyrslott	osloby
1334	Kronikk: Muslim i Trumps æra | Mohammad Usman Rana	meninger
1335	Bedriftsforsamlingen i Telenor ser alvorlig på lekkasjer	norge
1336	IKEA betaler 50 millioner dollar etter kommode-velt	verden
1337	Alle partiene som stemte for ekstra etterlønn på Stortinget, snur	norge
1338	En annerledes juleplate	kultur
1339	Maarud tapte potetgullstriden mot Kims	norge
1340	Må i fengsel etter falsk voldtektsanklage	norge
1341	Afghanistan-ekspert: - Flere sivile dør i kryssild	verden
1342	Anundsen - Frp-kronprinsen som forsvant	norge
1343	- Hver jul er et tilbakeslag. Det skal jo bli så koselig	norge
1344	Sivile vender tilbake til Aleppo etter år på flukt	verden
1345	54.000 evakuert fra tysk by etter bombefunn	verden
1346	George Michael er død	kultur
1347	Europol avslørte italiener som utnyttet norsk jente	norge
1348	Dagens quiz	norge
1349	4-åring våknet tidlig - gikk i barnehagen alene før både foreldre og barnehagen var igang	osloby
1350	Kjærlighetsdrama på Grand Hotel endte i galgen	osloby
1351	Kronikk: Kodejakten før Pearl Harbor | Cato Guhnfeldt	kronikk
1352	Det er du og jeg, ikke norsk olje, som er det største klimaproblemet	meninger
1353	Geparden på full fart mot utrydding	verden
1354	Gründerne er de nye rockestjernene	kultur
1355	Syden og hotellet og karaoke og den slags	amagasinet
1356	STUCK ep. 6: Robada	verden
1357	Human-Etisk Forbund: - Sensur av julesanger kan være litt misforstått	norge
1358	Under streken	norge
1359	Hei, fremmed! Neste gang du sender meg sexbilder på Snapchat, anmelder jeg deg | Helene Skjeggestad	meninger
1360	Stavanger-rektor avviser sensur av julesanger	norge
1361	Mann skutt og drept av politiet i Danmark	verden
1362	Are Kalvø: Eg ler og eg ler og eg ler og eg ler!	amagasinet
1363	Budsjettbråk har ikke svekket oppslutningen om statsministeren	norge
1364	De skrev om kongens kvinner og puddelen hans – nå er BBC i trøbbel	verden
1365	Mediekutt på nærmere én milliard i år	norge
1366	Bak hver luke er det en ny farlig forbryter. Slik har du aldri sett en julekalender før.	verden
1367	Dagens quiz	kultur
1368	Fant hundretalls menneskeknokler under nye Follobanen	osloby
1369	Superheltbutikken i Brooklyn	amagasinet
1370	Her er årets julefilmer på kino	kultur
1371	Kulturministeren vil skrote NRK-lisensen og gi opptil 135 millioner kroner til TV 2	kultur
1372	Opprett flyktningreservater i Asia og Afrika | Bjørn Wichstrøm	meninger
1373	Omkom i brann i boligblokk på Kolbotn	osloby
1374	- Jeg har ikke lyst til å være misunnelig på folk	norge
1375	Arbeidsledigheten falt i 11 fylker i år	okonomi
1376	Mange kjæledyr plages på nyttårsaften – slik kan du hjelpe dem	osloby
1377	Flere skadd i masseslagsmål i Oslo	osloby
1378	Restaurant og butikk for mus åpnet i Malmö	verden
1379	Kong Rama X har overtatt tronen i Thailand	verden
1380	Politiet bekymret over økt ungdomskriminalitet	osloby
1381	Gode nyheter før jul! Visste du at hjernen reagerer fysisk når du gir til andre? [podkast]	meninger
1382	Nominert til Årets osloborger: Frid Ingulstad	osloby
1383	Dobbeltdrapet i Kristiansand - her skjedde drapene	norge
1384	SOHR: Assads styrker tar stadig flere deler av Øst-Aleppo	verden
1385	Språket vårt: Samling i bånn	kultur
1386	Asylsøkere konverterer til kristendom etter avslag	norge
1387	Statsministeren om Si ;Ds julekalender: Så mange historier, så mye å lære. Takk til alle som har fortalt!	meninger
1388	Næringsministeren: Jeg har tillit til Telenor-styret	okonomi
1389	Toget fra Bergen kjørte på og drepte fire hester	norge
1390	Klokkespill hører julen til - men i Domkirken er det taust	osloby
1391	by:Larm går i svart	byliv
1392	Filmhelt «fra Telemark» fyller 100 år	verden
1393	Dansk PST avlytter mobilene til 1.000 dansker	verden
1394	Sjåfør «trodde det var lov» å parkere ved Nybrua - forsinket trolig noen tusen mennesker	osloby
1395	Snart kan det bli Ikea midt i Oslo	osloby
1396	SOHR: - Slaget om Aleppo er over	verden
1397	Hein og hegn	kultur
1398	Angripere drept etter drap på sivile i Jordan	verden
1399	Tre siktet etter brannen på Selje Hotel	norge
1400	Fredsprisutstillingen: Mads Nissen viser det colombianske folkets kamp	kultur
1401	Overgrepsdømt trompetist slått i hjel med egen trompet i katedral	verden
1402	Oksana Svastidi sendte en tekstmelding i 2008. Nå venter syv års fengsel som spion.	verden
1403	Regjeringen vil ta fra meg friheten for å spare penger | Camilla Stenersen	meninger
1404	Overvektiges tunge vei mot Galdhøpiggen: «Jeg tenkte at dette skulle bli en liten hevn.»	amagasinet
1405	Kerry beskylder Assad for massakre i Aleppo	verden
1406	Farvel 2016. Hallo 2017. | Julie M. Stavdal	meninger
1407	Uvær i Finnmark: Dramatisk for Hurtigruten	norge
1408	Byrådspartiene skilte lag på Ekebergsletta: Arbeiderpartiet stemte mot SV og MDG	osloby
1409	Mathias (9) har pantet flasker for 12.000 kroner	norge
1410	Våpenhvilen ser foreløpig ut til å holde i Aleppo	verden
1411	Laveste ledighet i USA på ni år	verden
1412	H.M. Kongens nyttårstale 2016	norge
1413	Valgets kval i matbutikken | Ingvill Størksen	meninger
1414	Døren på gløtt for Uber - lemper på taxikrav	norge
1415	Norwegian skal fly innenriks i Argentina	okonomi
1416	Født i Norge, sørkoreanske foreldre: – Familien i Sør-Korea synes synd på meg som bor i «fattige Norge»	meninger
1417	Derfor vekker Donald Trumps Taiwan-samtale oppsikt	verden
1418	Venstre bedriver ansvarsfraskrivelse om budsjettet | Anne Siri Koksrud Bekkelund	meninger
1419	Joachim Calmeyer er død	kultur
1420	Dagens quiz	kultur
1421	Jobbekspertene: Oppsagt i foreldrepermisjon	okonomi
1422	Telenor: Moralen blir satt på prøve når verden skal erobres | Ola Storeng	meninger
1423	STUCK ep. 2:  Venganza	verden
1424	Skjebnetid for klodens klima	norge
1425	Ikke akkurat noe hvilehjem	kultur
1426	Syria-krigen topper nyhetene i Russland. Men vinklingen er helt annerledes enn i Norge.	verden
1427	Nina Kristiansen i Uviten: Den vanskelige brystvorten	viten
1428	Han er på vei under jordens overflate for å skaffe mineraler til Vestens mobiltelefoner og el-biler	okonomi
1429	Her er årets beste og verste julehefter!	kultur
1430	– Skytingen på «Calles» var gjengoppgjør, sier politiet	osloby
1431	Mykere politikk	kultur
1432	Drept gutt i Kristiansand er identifisert som 14-åring	norge
1433	Under streken	norge
1434	Styret i Telenor: Sigve Brekke fortsetter som konsernsjef	okonomi
1435	Norske klimautslipp øker	okonomi
1436	Skal NRK beskyttes, mens skole, helse og trygd skal kunne kuttes? | Jan Arild Snoen	meninger
1437	Disse tre nordmennene er nest mest strømmet på Spotify	kultur
1438	Uviten: Populisme og rottefangerteorien | Øyvind Østerud	meninger
1439	NHO: Stor mangel på gode lærlinger i Oslo	osloby
1440	Advarer Norges største mammabloggere mot å brette ut barnas liv	kultur
1441	Kjønnsbalanse? Hvorfor det? Menn og kvinner er ikke helt på linje i holdninger til arbeidslivet	okonomi
1442	Oljeprisen stiger kraftig	okonomi
1443	Dagens quiz	kultur
1444	Oslo før: Fast som fjell?	osloby
1445	Gisler i sikkerhet i Paris –  raner på frifot	verden
1446	Russlands informasjonskrig er en dyster suksess | Frank Rossavik	meninger
1447	Eksstatsråd Victor Norman (H) vil skattlegge de rike hardere	okonomi
1448	Tripadvisor er tåpenes sammensvergelse	meninger
1449	Satser millioner på norske forfattertalenter	kultur
1450	Redselen for avvisningen kommer fra barndommen	norge
1451	Minst 40 drept i selvmordsangrep i Jemen	verden
1452	Syrisk avis: Syvåring brukt som levende bombe	verden
1453	13 drept, minst 25 såret i eksplosjon i Tyrkia	verden
1454	Fleischer - generalen som holdt dommedag over seg selv | Tor Bomann-Larsen	kronikk
1455	69-åring pågrepet etter flere branner i Oslo	norge
1456	Obama har snakket med Putin om nettangrepene	verden
1457	Dylann Roof kjent skyldig i rasemotivert kirkedrap	verden
1458	Synøve finner ut hvorfor hun tar så stor plass i samtaler	norge
1459	Trump har valgt Israel-ambassadør	verden
1460	Makteliten i dagligvarebransjen gjør norske forbrukere til tapere | Kjetil Graver	meninger
1461	Suu Kyi anklager utenlandske medier for «falske nyheter»	verden
1462	«Det holder ikke med vanlig fotoalbum når ET BONUSBARN blir født. Vi snakker i hvert fall egen blogg»	meninger
1463	Tyrkia ber om internasjonal luftstøtte til operasjon i Syria	verden
1464	Hvordan få barnet ditt til å like alt?	viten
1465	Gløggkos på Vestli skole førte til brannutrykning	osloby
1466	Nytt forsøk på evakuering fra Øst-Aleppo	verden
1467	Tysk politi har pågrepet Berlin-mistenkt	verden
1468	Glatte veier på Østlandet lørdag og søndag	osloby
1469	Fra Shakespeare til Hollywood: Slik var klassisk-året 2016	kultur
1470	The New York Times om Skam: Will it translate?	kultur
1471	Fangers tekster skaper fellesskap mellom oss og dem	kultur
1472	Min mamma sier: Ett glass er kultur, to er fyll	meninger
1473	56 drept av selvmordsbombere på marked i Nigeria	verden
1474	Lege mistet førerkortet i promillekontroll i Oslo	osloby
1475	Russland-eksperter til Aftenposten: - Putin ydmyker Obama	verden
1476	For 25 år siden var de arbeidsledige ingeniører. Nå er russiske hackere fryktet og beryktet.	verden
1477	Tidligere Yara-topp Thorleif Enger frikjennes for korrupsjon	okonomi
1478	Trøbbel i Oslotunnelen ga store togforsinkelser tirsdag kveld	norge
1479	Tons of Rock: Rått slipp med tonnevis av tunge navn til Halden	kultur
1480	Kulturministerens julehilsen på Facebook vekker reaksjoner	norge
1481	Vesten har feilet gjennomgående – og latt et utall muligheter gå fra seg | Tine Gade	kronikk
1482	Rekordvarm desember -sommertemperaturer i Vestfold	norge
1483	Pewdiepie sletter Youtube-kanal fredag	kultur
1484	Jeg håper Høyre slår opp med Frp. Jeg håper det skjer fort. Inntil da, Erna, må jeg slå opp. Jeg melder meg ut av partiet | Vidar Strøm Fallrø	meninger
1485	Julequiz 2016	kultur
1486	Dagens quiz	kultur
1487	Snøskredfare flere steder i landet i helgen	norge
1488	Nå må vi PRATE om potens, slik at legemiddelindustrien ikke tjener seg støggrike på guttas prestasjonsangst | Julie Nordtømme	meninger
1489	Fremtiden er ikke pels. Det er på tide å gi opp. | Lina Westermann	meninger
1490	PechaKucha: – En av fire eldre som ble lagt inn var underernærte	norge
1491	Volden som traff der det gjør vondest for Tyskland	verden
1492	Norske 15-åringer klatrer på PISA-rangeringen	norge
1493	Vil bygge nytt tårn ved Oslo Plaza	osloby
1494	Kort sagt 5. desember	meninger
1495	SOHR: Assad har kontroll i Aleppo	verden
1496	Joner-stunt ga NOAS 4 millioner: – Mye mer enn forventet	kultur
1497	Her er de heteste tekno-julegavene	kultur
1498	– Hele livet mitt var knyttet til mamma	norge
1499	STUCK ep. 7: La boda	verden
1500	Mye eller lite fett er fortsatt ikke ett fett	meninger
1501	Angrepet i Berlin:- Du ser deg litt ekstra over skulderen, for vi visste jo at noe som dette kunne skje.	verden
1502	Helgesen sier nei til ulvejakt	norge
1503	Hvem skal ut i Telenor? | Ola Storeng	meninger
1504	Julequiz 2016	kultur
1505	Dagens quiz	kultur
1506	Nekrolog: Alf Monrad Knudsen	personalia
1507	Blir det gråere nå?	osloby
1508	Lange køer etter at to tunneler ble stengt i ettermiddagsrushet	norge
1509	EU forlenger Russland-sanksjoner	verden
1510	Dobbeltdrapssiktet gutt sier kvinne var tilfeldig offer	norge
1511	FN på sidelinjen i Tyrkias og Russlands nye Syria-plan	verden
1512	USA til Russland i FNs sikkerhetsråd: – Eier dere ingen skam?	verden
1513	Kort sagt, 11. desember	meninger
1514	2017: Norsk økonomi krabber oppover	okonomi
1515	Født i Norge, britiske foreldre: – Som seksåring sa jeg at jeg aldri skulle lære meg «bloody norwegian»	meninger
1516	Frode Thuen: Fire barn og en tidsklemme	amagasinet
1517	Forventet levealder i USA går ned for første gang på 20 år	verden
1518	Podkast fra Aftenposten: Skuddet på Toftøy. Episode 3: Kapteinen	amagasinet
1519	Hjelpearbeideren Abo Zakour ble truffet av en tønnebombe. Her er hans siste bønn fra Aleppo.	verden
1520	Jeg holder fast ved mitt utgangspunkt: Barnevernsutdanningen er for overfladisk | Anki Gerhardsen	meninger
1521	Kunståret 2017: Tid for å oppdage den ukjente Munch	kultur
1522	Livet på toppen: Når nordmenn sier «mm», betyr det ikke at de er enige	okonomi
1523	Forsker: Utvisningen av russerne er et kraftig signal til Moskva – og til Donald Trump	verden
1524	Språket vårt: Takk skyldig	kultur
1525	Brannen i asylmottaket på Rjukan slukket	norge
1526	Under streken	norge
1527	Eirik Jensen får forklare seg for åpne dører	norge
1528	Sprengt kapasitet, kamphandlinger og sivile tap: Slik beskriver norske myndigheter situasjonen i Afghanistan	verden
1529	Når de døde våkner	amagasinet
1530	Nekrolog: Per Holby Houge	personalia
1531	Oslo-politiet skjerper sikkerheten etter angrepet i Berlin	osloby
1532	Flere drept og skadet på tysk julemarked - politiet mistenker terror	verden
1533	Ny rapport: Én av ti skoler planlegger med for få timer – elever får ikke den opplæringen de har krav på	norge
1534	I denne bygningen ender 1000 år med skandinavisk historie på lille julaften	verden
1535	Grønne kompromisser reddet budsjettet i 12. time	norge
1536	Nekrolog: Ida Blom	personalia
1537	Krekar er fortsatt terrormistenkt i Italia - Norge dobbeltsjekket brev med italienerne i mars	norge
1538	Frode Thuen: Hun orker ikke monogame forhold	amagasinet
1539	Les dette og briljér i juleselskapet	norge
1540	Jostein Gaarder: «Hele menneskeheten lever ikke på en gang»	amagasinet
1541	Etter fem års krig spør mange fremdeles: Hvor er Aleppo? | Francesca Borri	kronikk
1542	General Fleischer og Elverumsfullmakten | Knut Werner-Hagen	meninger
1543	Donald Trump ber Israel holde ut til 20. januar	verden
1544	Politijakt etter to brannutrykninger i samme gate i Oslo	norge
1545	Evakuerer Nybyen på Svalbard	norge
1546	Hva er galt med tallerkener?	osloby
1547	George Michael: Én av popens fremste ambassadører	kultur
1548	Mann skutt og drept i Göteborg	verden
1549	Tror ikke på nissen - fikk sparken	verden
1550	Gode resultater i lesing, matematikk og naturfag | Kjærnsli og Jensen	kronikk
1551	Statoil vant budrunde om historiske lisenser. Skal lete dypt i Mexicogulfen.	okonomi
1552	Da han overtok som sjef for Lego, tapte selskapet en million dollar per dag	okonomi
1553	Kutt gapet mellom samfunnsgruppene	meninger
1554	Hjorten svømte til Manhattan på jakt etter kjærlighet. I stedet utløste han full krig mellom New Yorks ordfører og guvernør.	verden
1555	Det er en grunn til at jeg aldri har godteri liggende hjemme. Jeg eier ikke selvdisiplin | Tegnehanne	meninger
1556	FBI og CIA enige: Russland blandet seg inn i USA-valget for at Trump skulle vinne	verden
1557	Norsk storfilm tatt ut til filmfestivalen i Berlin	kultur
1558	Trump sår på nytt tvil om F-35, har bedt om pris på F-18 i stedet	verden
1559	Abe: – Vi må aldri gjenta krigens grusomheter	verden
1560	Nær dobbelt så mange varer i svenske matbutikker som i norske	okonomi
1561	Dagens quiz	kultur
1562	Du vet du er i julebordbransjen når du kommer hjem med lutefisk og ribbefett i skoene	amagasinet
1563	Den egentlige budsjettkrisen | Marte Gerhardsen	meninger
1564	Oles klode: Hvilken olje skal bli liggende?	nyhetsanalyse
1565	Statoils goodwillkampanje i Aftenposten unnviker fakta | Ragnhild Freng Dale	meninger
1566	Jeg er ikke motstander av julemat. Problemet er at julen starter altfor tidlig | Cornelis Elander	meninger
1567	Kort sagt	meninger
1568	David Bowie sender Buzz Aldrin hjem fra Sydpolen	verden
1569	Er alle kvinner fortapt i kroppshat? Det kunne være opplysende med noen kritiske spørsmål, Skårderud | Engelsrud og Nordtug	meninger
1570	Terje Søviknes overtar næring i historisk krise	okonomi
1571	Politiet: Bande opprettet falskt borettslag i Oslo, fikk ut 40 millioner kroner	okonomi
1572	Bensin kan bli dyrere, men bilistene er likevel fornøyd med budsjettet	norge
1573	83-åringen har vært kreftsyk to ganger. Nå frykter USAs venstreside at hun skal pensjonere seg eller dø.	verden
1574	Norsk EM-stjerne tror Trefilov unngår ny regel av prinsipp	norge
1575	Astronaut John Glenn er død	verden
1576	Språket vårt: Jesu fødsel	kultur
1577	Berlin-terroren: Slik foregår klappjakten på den mistenkte	verden
1578	Det må bli flere sterke kvinner i julefilmene | Neha Kiyani	meninger
1579	Domstol fastslår: Ottar Haagensen (66) er ikke sønn av sin far	norge
1580	Når alt vi leser er bedritent, vil jeg komme med en takk | Kjersti Wolff	meninger
1581	Ny meningsmåling: Raymond Johansen har grunn til å være bekymret | Andreas Slettholm	meninger
1582	Livløs person funnet på kai i Oslo	osloby
1583	Disse nye reglene trer i kraft 1. januar 2017	norge
1584	Stadig flere journalister bak lås og slå	kultur
1585	Kort sagt, 14. desember	meninger
1586	Nominert til Årets osloborger: Karianne Hjallen	osloby
1587	Holzweiler erobrerer moterverdenen med kos, coolness og kunst	amagasinet
1588	Erna Solberg, i fremtiden vil de spørre deg om Aleppo. Hva svarer du? | Murhaf Fares	meninger
1589	Nekrolog: Hallstein Gravråk	personalia
1590	– Tyrkia og Russland enige om Syria-avtale	verden
1591	Høie kaller legemiddelindustrien uetisk	norge
1592	Kort sagt, 29. desember	meninger
1593	Til dere fire som plutselig sto på døren vår i natt | Anders Baumberger	meninger
1594	«Kjærlighetslåsene» på broene i Paris er klippet av. Nå skal de selges til inntekt for flyktninger.	verden
1595	Nekrolog: Tormod Petter Svennevig	personalia
1596	Fredsprisvinner Santos: – Å føre krig er lett. Å skape fred er  vanskeligere	amagasinet
1597	Julen er også kontorlandskapenes høytid	amagasinet
1598	IKT-ekspert: Et skudd for baugen for Telenor	norge
1599	Nekrolog: Jeanette Sky	personalia
1600	Mistet barnet på termin: – Jeg blir så misunnelig på foreldre med ungene sine	norge
1601	Tankedikt med matematisk klarhet	kultur
1602	Vil direktesende overlevelseskamp fra russisk villmark i ni måneder	kultur
1603	Nekrolog: Arne Gunnar Andersen	personalia
1604	Oslo før: Oslos bispeborg gjenoppstår i pepperkake	osloby
1605	Minst 38 drept i eksplosjoner i Istanbul	verden
1606	Gatebildet: Et dukkehjem	amagasinet
1607	Kronikk: Hvor ble det av godstogene fra Sverige? | Bjørn Stærk	meninger
1608	En person pågrepet etter voldsepisoden i Moelv	norge
1609	Syriske styrker i kamp mot IS ved Palmyra	verden
1610	18 nissebilder fra hele verden	verden
1611	Spillet om Nasjonalgalleriet | Ulf Grønvold	kronikk
1612	De fleste som får fødselsdepresjon, har symptomer allerede i svangerskapet	norge
1613	Europa krangler om fordeling av flyktninger. Hvor mye skal det koste å nekte å ta dem imot?	verden
1614	Terrormistenkte sverget troskap til IS i video: – Vi skal slakte dere	verden
1615	Telenor-direktør går på dagen	okonomi
1616	Svusj, svusj, svusj. Marka lokker med speilblank is.	osloby
1617	I denne byen må 54.000 evakueres 1. juledag	verden
1618	Gahr Støre om Si ;Ds julekalender: Den har gitt meg enda sterkere tro på hva vi kan få til sammen	meninger
1619	Nekrolog: Hans Olav Beisland	personalia
1620	Økonomer venter uendret rente fra Norges Bank torsdag	okonomi
1621	She & Hims avslappede julefest	kultur
1622	Politikkens sakte-TV	meninger
1623	Dagens quiz	kultur
1624	Julequiz 2016	kultur
1625	En julesang kan gjøre en forskjell	amagasinet
1626	Dette er de kjente ofrene for terroren i Berlin	verden
1627	Full terroristjakt i Berlin - IS tar på seg ansvaret for angrepet	verden
1628	Han er Erna Solbergs ferske Høyre-statsråd	norge
1629	Israel innkaller ambassadører til hastemøter	verden
1630	Tett på salmer og sexdukker	kultur
1631	Disse dramaseriene fikk tilskudd	kultur
1632	PechaKucha: Kan Golfstrømmen stoppe opp?	norge
1633	Donald Trump ringte Erna Solberg	norge
1634	Dagens quiz	kultur
1635	Drapssiktet 15-åring fengslet til etter nyttår	norge
1636	Brannvesenet måtte redde selunge i trafikken	norge
1637	«Det har vært et turbulent år på mange måter. Spesielt hva gjelder INTERIØR OG ACCESSOIRES»	meninger
1638	Gatebildet: Is-sjekk på Høvik	amagasinet
1639	FBI: Slik snek russiske hackere seg inn bakveien for å lure amerikanerne	verden
1640	Ukens kunst: Den vanskelige familien	kultur
1641	Norwegian får grønt lys av USA	okonomi
1642	Kronikk: Italienarane må velja mellom pest og kolera	kronikk
1643	Stortinget sier nei til kongelig «pengemiks»	norge
1644	Julenissen kom tidlig til Putin i år. I sekken lå 10,5 milliarder euro.	verden
1645	Homofiles frigjøringskamp bør ikke føres i blodbanken | Preben Aavitsland	kronikk
1646	Forlenger nyttårsfeiringen med ett sekund	norge
1647	Om dere tar opp bipolar lidelse for å fjerne et tabu: Vær så snill, Skam, ikke forsterk det først.	meninger
1648	Årets internasjonale musikk: David Bowie forlot oss på topp	kultur
1649	Politiet holder pressemøte om dobbeltdrapet i Kristiansand	norge
1650	Hundeeier pågrepet etter luftetur	norge
1651	Aftenposten mener: Tvang er uunngåelig i kommunereformen	meninger
1652	Slik løste politiet drapsgåten i Oslo etter 14 år	norge
1653	Dette blir trolig Regjeringens nye statsråder: En klimaskeptiker og en tidligere skandalepolitiker som ble suksessordfører	norge
1654	«Å dele rom med flere gutter plaget meg ikke» - her er jentenes private bilder og historier fra Forsvaret	norge
1655	Nye tyrkiske luftangrep mot syrisk by	verden
1656	Slik kan Kina slå tilbake mot Trumps Taiwan-utspill	verden
1657	Aftenposten mener: Stortingets snuoperasjon kom i grevens tid	meninger
1658	Såpeglatte veier og problemer i kollektivtrafikken tirsdag morgen	osloby
1659	Det store romjulsdilemmaet: «God jul» eller «gledelig jul»?	norge
1660	Cazeneuve ny statsminister i Frankrike	verden
1661	Notodden-drapet: Brannmenn gjorde politiets jobb	norge
1662	Sparer inn 100 mill. på Nasjonalmuseet	kultur
1663	Aftenpodden budsjett-spesial	norge
1664	Når alle skal ha sitt, strekker ikke pengene til	meninger
1665	5 grunner til å huske årets fredspris | Helene Skjeggestad	meninger
1666	Sykehusdirektør slutter i protest mot innsparinger	norge
1667	Stoltenberg + Schulerud - en kjærlighetshistorie	amagasinet
1668	Pantemillionær meldte seg aldri - én million deles ut til lokalmiljøet	norge
1669	God tur til semi, jenter!	norge
1670	Russlands ambassadør til Tyrkia skutt og drept	verden
1671	Innrømmer feil da 17-åring ble kritisk skadet av gass	norge
1672	Hugh Evans vil redde verden med konserter og utpressing. Det har Erna Solberg fått merke.	amagasinet
